"yr_built","yr_remodel","overall_cond","bed_rms","full_bth","num_stops_0.25","num_stops_0.50","total_value","lu","bldg_value","land_value","res_units","living_area","condo"
1930,NA,"F - Fair",3,2,0,0,374700,"R2",74500,300200,NA,1812.2,0
1950,NA,"G - Good",4,2,0,0,610500,"R1",454500,156000,NA,1747.2,0
1910,2012,"A - Average",8,3,1,3,1077300,"R3",847400,229900,NA,2818,0
1902,NA,"A - Average",9,3,2,3,940300,"R3",709400,230900,NA,3324,0
1890,NA,"F - Fair",8,3,0,1,768100,"R2",373700,394400,NA,3050,0
1915,2019,"A - Average",3,2,0,0,1078800,"R1",783900,294900,NA,2594,0
1905,NA,"A - Average",4,3,1,1,847600,"R3",606400,241200,NA,2230,0
1920,1996,"G - Good",3,1,0,0,890500,"R1",636300,254200,NA,1636,0
1930,NA,"A - Average",3,1,0,0,668800,"R1",452800,216000,NA,1323,0
1938,2006,"A - Average",2,1,0,0,628300,"R1",398400,229900,NA,1644,0
1890,NA,"A - Average",3,1,0,0,1313400,"R1",827400,486000,NA,2690.4,0
1905,2022,"G - Good",10,4,0,0,878800,"R2",695400,183400,NA,1665,0
1905,NA,"A - Average",6,3,0,1,987300,"R3",703400,283900,NA,3276,0
1960,NA,"A - Average",2,1,0,0,399500,"R1",218500,181000,NA,864,0
1926,NA,"G - Good",4,1,0,0,690700,"R1",459700,231000,NA,1132.8,0
1950,NA,"A - Average",3,2,0,1,5e+05,"R1",313600,186400,NA,1156,0
1920,NA,"A - Average",7,2,0,0,565900,"R2",343900,222000,NA,3793.8,0
2004,NA,"G - Good",3,1,0,0,355000,"R1",259150,95850,NA,1587.6,0
1865,NA,"A - Average",5,3,0,0,1030400,"R3",783000,247400,NA,2504.2,0
1950,1960,"A - Average",3,1,0,2,505300,"R1",326600,178700,NA,1176,0
1890,1999,"F - Fair",4,2,0,2,495300,"R1",329500,165800,NA,2691,0
1945,NA,"A - Average",4,2,1,3,580200,"R2",416000,164200,NA,2104,0
1996,2018,"A - Average",3,1,0,0,732000,"R1",417100,314900,NA,1845,0
1963,NA,"A - Average",4,2,0,0,702900,"R2",445500,257400,NA,2078,0
1860,2018,"G - Good",5,5,0,1,1077500,"R2",871000,206500,NA,3302.4,0
1930,NA,"A - Average",3,1,0,2,490400,"R1",288900,201500,NA,1400,0
1967,NA,"A - Average",6,2,0,0,858300,"R2",606700,251600,NA,2352,0
1925,NA,"A - Average",3,1,0,1,516300,"R1",345400,170900,NA,1468,0
1920,2011,"A - Average",6,3,0,0,892800,"R3",649400,243400,NA,4515,0
1940,2004,"G - Good",5,2,0,0,789500,"R2",575600,213900,NA,2283,0
1910,1982,"A - Average",4,1,0,0,543300,"R1",341900,201400,NA,1512,0
1910,NA,"A - Average",4,2,0,0,823200,"R2",554900,268300,NA,2364,0
1905,1970,"A - Average",9,3,0,0,1048400,"R3",784700,263700,NA,4788,0
1900,NA,"A - Average",3,2,0,0,973300,"R2",665100,308200,NA,1982.8,0
1860,2010,"A - Average",4,2,0,0,828700,"R2",577400,251300,NA,2059.2,0
1926,NA,"A - Average",4,1,0,0,733700,"R1",525200,208500,NA,1912,0
1940,2000,"A - Average",3,1,0,0,486900,"R1",309300,177600,NA,1261.2,0
1915,2006,"G - Good",5,1,0,2,787600,"R1",636600,151000,NA,2194.6,0
1910,NA,"A - Average",6,3,0,0,747500,"R3",495500,252000,NA,4190,0
1950,NA,"A - Average",3,1,0,0,437700,"R1",253500,184200,NA,1228,0
1905,2012,"G - Good",8,6,0,2,1404000,"R3",1057800,346200,NA,3177,0
1905,NA,"A - Average",9,3,0,2,1351600,"R3",939000,412600,NA,4017,0
1920,2015,"G - Good",4,2,1,2,857100,"R1",656300,200800,NA,2299.2,0
1910,2006,"G - Good",3,1,0,0,648100,"R1",445900,202200,NA,1207,0
1955,2011,"A - Average",3,2,0,0,523400,"R1",332600,190800,NA,1224,0
1950,NA,"A - Average",3,1,0,0,436700,"R1",277300,159400,NA,1089.6,0
1900,2009,"A - Average",4,1,0,0,731800,"R1",513400,218400,NA,1990.2,0
1925,NA,"A - Average",6,2,1,2,659700,"R2",448900,210800,NA,1856,0
1895,2011,"A - Average",5,1,0,0,816700,"R1",579300,237400,NA,1638,0
1950,NA,"G - Good",4,1,0,2,760600,"R1",575900,184700,NA,1666,0
1900,1988,"A - Average",6,2,1,3,713600,"R2",536900,176700,NA,1836,0
1925,1995,"A - Average",4,2,0,1,1120500,"R2",764500,356000,NA,2680,0
1960,2006,"G - Good",4,2,0,1,1469400,"R1",857400,612000,NA,1824,0
1910,2001,"A - Average",5,2,0,0,1623000,"R2",966600,656400,NA,3898.4,0
1900,2017,"A - Average",4,3,0,0,1231800,"R3",950200,281600,NA,2522,0
1960,2009,"A - Average",4,1,0,0,560300,"R1",377800,182500,NA,1569.6,0
1960,2012,"A - Average",3,1,0,0,593600,"R1",402600,191000,NA,1414.4,0
1920,NA,"A - Average",6,2,0,0,697600,"R2",446500,251100,NA,2602,0
1920,2001,"A - Average",3,2,0,0,657000,"R1",451300,205700,NA,1968,0
1890,NA,"G - Good",9,2,0,1,949300,"R2",683500,265800,NA,4735,0
1960,NA,"A - Average",4,1,0,0,540400,"R1",368300,172100,NA,1346.4,0
1900,2002,"G - Good",3,3,0,0,1670900,"R1",1215000,455900,NA,2932,0
1900,2008,"A - Average",9,3,0,0,1935000,"R3",1639200,295800,NA,4227,0
2005,NA,"G - Good",4,2,0,1,758600,"R1",550300,208300,NA,1884,0
1940,NA,"A - Average",6,2,0,0,692900,"R2",456000,236900,NA,2162.8,0
1942,2019,"A - Average",3,1,0,0,527800,"R1",358300,169500,NA,1304,0
1905,1987,"A - Average",9,3,0,1,918800,"R3",721400,197400,NA,3541,0
1925,NA,"G - Good",6,3,0,0,1029300,"R3",767800,261500,NA,4200,0
1966,NA,"A - Average",4,1,0,0,484400,"R1",317900,166500,NA,1500,0
1945,NA,"A - Average",2,1,0,0,613600,"R1",350200,263400,NA,924,0
1915,2016,"A - Average",4,2,0,0,760900,"R2",501700,259200,NA,2001.2,0
1901,1998,"A - Average",2,2,0,0,606700,"R2",320500,286200,NA,1528,0
1900,2019,"A - Average",5,2,0,0,634300,"R2",437600,196700,NA,2217.6,0
1940,NA,"A - Average",2,1,0,0,459500,"R1",298800,160700,NA,699,0
1920,NA,"A - Average",6,3,0,1,788400,"R3",591900,196500,NA,3450,0
1960,2014,"A - Average",3,2,0,0,744900,"R1",499000,245900,NA,1728,0
1920,NA,"A - Average",6,2,0,0,703000,"R2",465900,237100,NA,3168,0
1998,NA,"G - Good",3,2,0,0,676500,"R1",489300,187200,NA,1456,0
1960,2016,"A - Average",3,1,0,0,581900,"R1",424700,157200,NA,1176,0
1940,NA,"A - Average",3,1,0,0,678800,"R1",472100,206700,NA,1444.8,0
1986,NA,"A - Average",3,1,0,0,543600,"R1",282800,260800,NA,864,0
1954,2012,"A - Average",2,2,0,0,614200,"R1",423600,190600,NA,1272,0
1915,1985,"A - Average",3,1,0,0,650800,"R1",424100,226700,NA,1473.2,0
1950,1989,"A - Average",4,2,0,0,628000,"R2",421700,206300,NA,1708,0
1965,NA,"A - Average",3,1,0,0,566800,"R1",342800,224000,NA,1360,0
1900,1998,"G - Good",6,2,0,0,597100,"R2",420000,177100,NA,2199.3,0
1920,NA,"A - Average",3,1,0,0,728400,"R1",508300,220100,NA,1871,0
1925,NA,"A - Average",6,3,0,0,707500,"R3",497400,210100,NA,3564,0
1920,2014,"A - Average",8,3,0,0,1040700,"R3",844000,196700,NA,2976,0
1935,NA,"A - Average",6,2,0,0,669700,"R2",431000,238700,NA,1984,0
1905,1972,"A - Average",6,1,0,0,936600,"R1",647000,289600,NA,2452.8,0
1900,1992,"A - Average",5,3,0,0,1340100,"R3",937800,402300,NA,3199.5,0
1930,NA,"A - Average",3,1,0,0,846100,"R1",551300,294800,NA,1877.6,0
1920,NA,"A - Average",4,2,0,0,977600,"R2",696200,281400,NA,2548.4,0
1910,2018,"G - Good",6,5,0,0,1460300,"R3",1120300,340000,NA,3265.2,0
1925,2000,"G - Good",3,2,0,1,1086100,"R1",824900,261200,NA,2324.45,0
1920,NA,"A - Average",5,2,0,4,1040500,"R2",704800,335700,NA,2595,0
1960,NA,"A - Average",3,1,0,0,582900,"R1",414800,168100,NA,1176,0
1905,1993,"A - Average",9,3,0,0,937000,"R3",749000,188000,NA,3372,0
1890,1989,"A - Average",7,3,0,0,478600,"R1",286300,192300,NA,2851,0
1900,NA,"A - Average",5,3,0,2,738400,"R3",511300,227100,NA,2058,0
1890,NA,"A - Average",3,1,0,0,573500,"R1",364200,209300,NA,1170,0
1925,NA,"A - Average",6,2,0,0,891100,"R2",581000,310100,NA,2430,0
1960,NA,"A - Average",4,1,0,0,464000,"R1",293800,170200,NA,1026,0
1900,NA,"A - Average",4,1,0,0,474000,"R1",293000,181000,NA,2188.5,0
1885,2016,"G - Good",7,2,0,0,661600,"R1",499300,162300,NA,1920,0
1957,NA,"A - Average",3,2,0,0,447000,"R1",271500,175500,NA,2017.35,0
1900,1991,"A - Average",6,2,0,1,544700,"R1",366700,178000,NA,3561.2,0
1910,NA,"A - Average",8,2,0,0,1397000,"R2",1051400,345600,NA,4818,0
1915,NA,"A - Average",5,2,0,0,779800,"R2",493200,286600,NA,2562,0
1900,NA,"A - Average",5,2,0,0,913500,"R2",658100,255400,NA,2416.8,0
1905,NA,"A - Average",4,2,0,0,440000,"R1",281500,158500,NA,2702.4,0
1910,NA,"A - Average",6,2,0,0,560200,"R1",380500,179700,NA,2316,0
1900,NA,"A - Average",9,4,0,3,862400,"R3",626800,235600,NA,1845,0
1925,NA,"A - Average",4,2,0,0,1000300,"R2",694200,306100,NA,2300,0
1910,2003,"G - Good",7,2,0,0,1268900,"R2",946100,322800,NA,3630.4,0
2003,NA,"G - Good",4,2,0,0,688400,"R1",550200,138200,NA,2376,0
1935,1978,"A - Average",2,2,0,0,465900,"R1",323600,142300,NA,1344,0
1920,1996,"A - Average",4,2,0,0,956000,"R2",626000,330000,NA,2518,0
1940,NA,"A - Average",8,3,1,1,1069300,"R3",769700,299600,NA,3760,0
1900,1985,"A - Average",6,1,0,1,461000,"R1",272900,188100,NA,2377.8,0
1960,2014,"A - Average",3,1,0,0,563300,"R1",337500,225800,NA,1331.1,0
1905,NA,"A - Average",10,3,0,0,1076400,"R3",865800,210600,NA,4077,0
1900,2013,"G - Good",2,1,0,2,563500,"R1",426100,137400,NA,1082,0
1925,2021,"A - Average",6,2,0,0,1198600,"R2",848800,349800,NA,3333.6,0
1900,NA,"A - Average",6,3,1,1,760600,"R3",560100,200500,NA,3111,0
1900,1998,"A - Average",6,3,2,3,962700,"R3",704900,257800,NA,2858,0
1950,1990,"A - Average",2,1,0,0,573200,"R1",383000,190200,NA,1041.6,0
1840,1982,"G - Good",3,2,0,0,820800,"R1",610500,210300,NA,2564,0
1905,NA,"A - Average",8,3,1,1,1187000,"R3",916600,270400,NA,3321,0
1925,NA,"A - Average",4,2,0,0,773200,"R2",554000,219200,NA,2206,0
1925,2014,"G - Good",3,3,0,0,676300,"R1",477100,199200,NA,1050,0
1955,NA,"A - Average",3,1,0,0,778100,"R1",396500,381600,NA,1200,0
1945,NA,"A - Average",3,1,0,0,631500,"R1",381000,250500,NA,1248,0
1960,NA,"A - Average",2,1,0,0,608000,"R1",381900,226100,NA,999,0
1966,NA,"A - Average",6,2,0,0,739100,"R2",509400,229700,NA,2392,0
1960,2020,"A - Average",3,2,0,0,632000,"R1",453400,178600,NA,1802,0
1910,1980,"A - Average",4,3,0,5,3708700,"R1",1811300,1897400,NA,3058,0
1930,2020,"A - Average",3,2,0,0,754900,"R1",526200,228700,NA,1504,0
1933,2019,"G - Good",2,1,2,2,604000,"R1",423200,180800,NA,1398,0
1865,2018,"G - Good",4,4,0,5,4302300,"R1",2347600,1954700,NA,3420,0
1910,2012,"A - Average",8,3,0,0,718800,"R3",524500,194300,NA,2865,0
1900,1981,"A - Average",6,3,2,2,924400,"R3",678300,246100,NA,2790,0
1967,NA,"A - Average",4,2,0,0,1064100,"R1",659700,404400,NA,3392.05,0
1925,2003,"A - Average",7,2,1,2,908700,"R2",680100,228600,NA,3143,0
1920,NA,"A - Average",4,2,0,0,689600,"R2",432200,257400,NA,2488,0
1905,2003,"A - Average",7,2,0,0,706100,"R2",463400,242700,NA,3108.2,0
1910,1991,"G - Good",4,3,0,0,1860100,"R3",1282500,577600,NA,2920.4,0
1920,2016,"G - Good",3,2,0,0,826100,"R1",545300,280800,NA,1347,0
1910,1974,"A - Average",3,1,0,2,524900,"R1",360900,164000,NA,1632,0
1950,NA,"A - Average",3,1,0,0,566600,"R1",367400,199200,NA,1200,0
1890,1999,"A - Average",5,4,0,1,1645200,"R1",971400,673800,NA,3544.8,0
1920,2002,"A - Average",4,1,0,1,1009200,"R1",683800,325400,NA,2188.6,0
1920,NA,"A - Average",7,3,0,1,769400,"R2",500700,268700,NA,3624.3,0
1926,1981,"A - Average",4,2,0,1,734800,"R2",549200,185600,NA,2138,0
1950,2019,"G - Good",3,1,0,2,704900,"R1",519800,185100,NA,1442,0
1910,2018,"A - Average",5,1,0,0,1055200,"R1",681000,374200,NA,2690.6,0
1937,NA,"A - Average",4,2,0,0,708300,"R1",482400,225900,NA,1536,0
1955,2019,"G - Good",3,2,1,3,708500,"R1",533100,175400,NA,1796,0
1943,2000,"A - Average",4,2,0,3,930400,"R2",668800,261600,NA,2132,0
1905,NA,"A - Average",9,3,0,0,893700,"R3",652000,241700,NA,4056,0
1920,1997,"G - Good",3,2,0,0,687100,"R1",463400,223700,NA,1238.4,0
1940,2007,"A - Average",4,2,0,0,594300,"R1",416200,178100,NA,1449,0
1925,2015,"A - Average",5,3,0,0,574700,"R1",403500,171200,NA,1400,0
1938,NA,"A - Average",3,2,0,0,468300,"R1",301600,166700,NA,1274,0
2015,NA,"G - Good",9,3,0,0,1204900,"R3",951400,253500,NA,4236,0
1905,2012,"A - Average",10,3,0,0,1047100,"R3",797500,249600,NA,4716,0
1899,2018,"A - Average",3,2,0,2,709700,"R2",463400,246300,NA,2241,0
1957,NA,"A - Average",3,1,0,0,507700,"R1",333100,174600,NA,871,0
1950,NA,"A - Average",2,1,0,0,388900,"R1",274300,114600,NA,1008,0
1900,NA,"A - Average",6,3,0,1,1359700,"R3",878300,481400,NA,3570,0
1930,NA,"A - Average",4,2,2,4,1052400,"R2",686100,366300,NA,2734,0
1900,NA,"A - Average",6,3,0,0,775200,"R3",538900,236300,NA,4452,0
1920,2003,"G - Good",6,6,0,0,2415200,"R3",1967900,447300,NA,4824,0
1905,2022,"A - Average",12,6,0,2,1054000,"R3",822600,231400,NA,4020,0
1925,NA,"A - Average",3,1,0,0,598600,"R1",410500,188100,NA,1176,0
1945,NA,"A - Average",2,2,1,3,434800,"R1",276000,158800,NA,1300,0
1950,1983,"A - Average",4,2,1,3,626900,"R2",399000,227900,NA,1920,0
1900,NA,"A - Average",9,3,0,0,957600,"R3",698500,259100,NA,4122,0
1905,NA,"A - Average",6,3,0,0,843800,"R3",599800,244000,NA,3330,0
1920,2007,"A - Average",5,4,0,1,1215000,"R2",900600,314400,NA,2260,0
1935,2018,"G - Good",3,1,0,0,1337700,"R1",927500,410200,NA,2128,0
1959,NA,"F - Fair",3,1,0,0,374900,"R1",154200,220700,NA,900,0
1957,NA,"A - Average",2,1,0,0,394300,"R1",232700,161600,NA,864,0
1899,1965,"A - Average",6,3,0,0,921500,"R3",590600,330900,NA,3716,0
1890,2007,"A - Average",3,1,0,0,698400,"R1",503800,194600,NA,1482,0
1905,2001,"A - Average",8,3,0,2,928700,"R3",738700,190000,NA,3345,0
1887,NA,"A - Average",4,1,1,2,990600,"R1",688200,302400,NA,3664.8,0
1900,NA,"A - Average",6,2,1,2,766400,"R2",467400,299000,NA,3052,0
1930,NA,"A - Average",9,3,0,0,865700,"R3",636100,229600,NA,4602,0
1935,NA,"A - Average",3,1,0,0,707800,"R1",496700,211100,NA,1416,0
1950,2022,"G - Good",3,3,0,0,801400,"R1",609000,192400,NA,2020,0
1915,NA,"G - Good",9,3,0,0,1348600,"R3",1097900,250700,NA,3984,0
1925,2006,"G - Good",6,3,0,0,1044000,"R2",818500,225500,NA,2822.4,0
1928,NA,"A - Average",6,2,0,2,789600,"R2",545700,243900,NA,2216,0
1920,2015,"E - Excellent",6,5,0,5,6271100,"R1",4052300,2218800,NA,4267,0
1900,1997,"A - Average",8,3,0,0,1107700,"R3",795600,312100,NA,4737,0
1905,NA,"A - Average",5,2,0,0,562600,"R2",380300,182300,NA,2507.2,0
1900,NA,"A - Average",4,2,0,0,1638700,"R2",1149100,489600,NA,2981,0
1945,2015,"A - Average",3,1,0,0,548100,"R1",333200,214900,NA,1575,0
1945,2010,"A - Average",5,2,0,0,636400,"R1",431700,204700,NA,2156,0
1950,NA,"A - Average",3,1,0,0,458400,"R1",281200,177200,NA,1008,0
1900,NA,"A - Average",8,3,0,0,832700,"R3",573100,259600,NA,3798,0
1920,NA,"A - Average",8,3,0,0,446400,"R3",268500,177900,NA,4071,0
1920,NA,"A - Average",6,2,0,0,625600,"R2",418800,206800,NA,2550,0
1950,NA,"A - Average",6,2,0,0,734400,"R2",507000,227400,NA,2208,0
1950,2003,"A - Average",3,2,0,0,479600,"R1",301400,178200,NA,1865.6,0
1905,1983,"A - Average",8,3,1,1,1011700,"R3",814300,197400,NA,3364,0
1960,NA,"A - Average",4,1,0,0,545300,"R1",370300,175000,NA,1352,0
1900,NA,"A - Average",6,1,0,1,505400,"R1",286000,219400,NA,2535.6,0
1900,NA,"G - Good",6,3,0,0,1691400,"R3",1393000,298400,NA,3508,0
1905,NA,"A - Average",10,3,1,1,1009500,"R3",810700,198800,NA,4040,0
1905,2009,"G - Good",5,3,0,1,1489700,"R2",1053600,436100,NA,3815.7,0
1935,2015,"G - Good",4,2,0,0,1424700,"R1",986800,437900,NA,2025,0
1963,NA,"A - Average",3,1,0,0,469100,"R1",295400,173700,NA,1010,0
1929,2019,"G - Good",5,3,0,0,2309800,"R1",1476100,833700,NA,4167.6,0
1890,2015,"E - Excellent",5,3,0,0,2548800,"R1",2186400,362400,NA,3218,0
1961,NA,"G - Good",3,2,0,0,1228900,"R1",681200,547700,NA,1500,0
1956,NA,"A - Average",2,1,0,0,452800,"R1",270400,182400,NA,1044,0
1910,NA,"A - Average",4,1,0,0,886300,"R1",606100,280200,NA,2237.2,0
1890,NA,"A - Average",6,3,0,0,709200,"R3",525100,184100,NA,3783,0
1905,NA,"A - Average",6,3,0,0,809200,"R3",580000,229200,NA,3678,0
1920,NA,"A - Average",6,3,0,0,815700,"R3",633400,182300,NA,3612,0
1920,NA,"A - Average",4,1,1,2,517200,"R1",340000,177200,NA,1426,0
1905,NA,"A - Average",5,3,1,1,616600,"R2",434300,182300,NA,2086.4,0
1935,2020,"A - Average",2,1,0,0,594900,"R1",392800,202100,NA,1200,0
1910,2011,"G - Good",11,4,0,2,1324600,"R3",1064500,260100,NA,4157,0
1911,2022,"G - Good",4,3,0,5,3114800,"R1",1643200,1471600,NA,2768,0
1890,2018,"A - Average",5,5,1,6,2870000,"R3",1595800,1274200,NA,2662.2,0
1945,NA,"A - Average",4,2,0,0,864200,"R2",594600,269600,NA,2300,0
1905,2009,"A - Average",9,3,0,1,988500,"R3",734400,254100,NA,3231,0
1986,2003,"A - Average",3,2,0,0,568300,"R1",405100,163200,NA,1275,0
1915,2022,"A - Average",6,3,0,1,974600,"R3",731400,243200,NA,3463.2,0
1899,2017,"A - Average",3,3,0,0,1154400,"R3",861700,292700,NA,1620,0
1966,NA,"A - Average",4,1,0,0,1019900,"R1",523800,496100,NA,1734,0
1905,NA,"A - Average",7,3,0,0,1652000,"R3",1314100,337900,NA,3477,0
1905,2014,"A - Average",9,3,0,1,1052600,"R3",793000,259600,NA,3375,0
1920,NA,"A - Average",4,1,1,2,878600,"R1",597200,281400,NA,2347.2,0
1962,NA,"A - Average",4,1,0,0,491500,"R1",304800,186700,NA,1484,0
1910,NA,"A - Average",6,3,0,2,1038200,"R3",756400,281800,NA,3471,0
1920,NA,"A - Average",8,3,0,0,734500,"R3",558300,176200,NA,4071,0
1926,2021,"G - Good",4,2,0,0,1614800,"R2",1161100,453700,NA,2542,0
1900,2011,"G - Good",9,3,0,1,1209300,"R3",990600,218700,NA,3939,0
1920,NA,"A - Average",3,1,0,0,708000,"R1",479500,228500,NA,1450,0
1926,NA,"A - Average",3,2,1,3,451400,"R1",332100,119300,NA,1758,0
1900,2000,"G - Good",5,2,0,0,1191400,"R2",844000,347400,NA,2140,0
1960,NA,"A - Average",3,2,0,0,900100,"R1",507100,393000,NA,1550,0
1933,NA,"A - Average",5,3,1,1,1230700,"R1",872100,358600,NA,3066.7,0
1910,2018,"G - Good",4,3,0,0,1559700,"R1",1213600,346100,NA,2040,0
1970,NA,"G - Good",3,1,0,0,1057100,"R1",669600,387500,NA,1793.6,0
1950,2022,"G - Good",3,2,0,0,1067700,"R1",691200,376500,NA,1269,0
1926,NA,"A - Average",7,2,0,0,1591900,"R2",1153100,438800,NA,3129.2,0
1890,NA,"G - Good",3,3,0,0,1070300,"R1",800300,270000,NA,1473,0
1964,NA,"G - Good",3,2,0,0,1281100,"R1",821400,459700,NA,1628,0
1910,NA,"A - Average",6,1,0,1,522000,"R1",304900,217100,NA,2437,0
1956,NA,"A - Average",3,1,0,0,528600,"R1",340100,188500,NA,1302,0
1997,2006,"G - Good",4,1,0,0,755900,"R1",577000,178900,NA,1590,0
1893,1999,"G - Good",6,2,0,1,1415600,"R1",1100600,315000,NA,3332,0
1905,NA,"A - Average",6,3,0,2,1285900,"R3",929800,356100,NA,4152,0
1900,2006,"G - Good",5,3,0,0,1772000,"R2",1451100,320900,NA,4243,0
1905,2002,"A - Average",9,3,0,0,903500,"R3",673000,230500,NA,4464,0
1900,NA,"A - Average",7,3,0,1,1141500,"R3",875500,266000,NA,4162,0
1905,1997,"A - Average",9,3,0,0,969600,"R3",718300,251300,NA,3714,0
1928,NA,"A - Average",4,2,0,0,675600,"R2",429100,246500,NA,2676,0
1960,1993,"A - Average",3,1,0,0,646200,"R1",367600,278600,NA,1422,0
1963,2010,"A - Average",5,3,0,0,1094700,"R1",687300,407400,NA,2685,0
1960,NA,"A - Average",4,1,0,0,534300,"R1",341900,192400,NA,1283,0
1910,NA,"A - Average",3,2,0,0,528400,"R1",368400,160000,NA,1462,0
1925,NA,"A - Average",4,2,0,0,632900,"R2",425500,207400,NA,2236,0
1930,1984,"A - Average",4,3,0,1,860200,"R2",665100,195100,NA,2984,0
1955,2004,"A - Average",3,2,0,0,547100,"R1",390700,156400,NA,1487.5,0
1900,NA,"A - Average",4,2,0,0,407000,"R1",231700,175300,NA,1860,0
1968,NA,"A - Average",3,1,0,0,517400,"R1",315000,202400,NA,1301.3,0
1900,2012,"A - Average",9,6,0,0,1585300,"R3",1235300,350000,NA,4371,0
1910,NA,"A - Average",6,3,0,0,1294700,"R3",1001900,292800,NA,3612,0
1900,2017,"A - Average",3,2,0,1,1903800,"R1",1039900,863900,NA,2959,0
1962,2015,"G - Good",3,2,0,0,1183300,"R1",818400,364900,NA,1512,0
1940,NA,"G - Good",3,2,0,0,1290000,"R1",835300,454700,NA,2380.8,0
1905,NA,"A - Average",5,2,0,0,1071100,"R2",702200,368900,NA,2140,0
1890,2006,"A - Average",3,2,0,0,1023300,"R2",780800,242500,NA,1909,0
1920,NA,"A - Average",4,2,1,2,848700,"R2",591600,257100,NA,3290.8,0
1890,2017,"A - Average",4,2,1,2,688100,"R1",462700,225400,NA,2001.4,0
2001,NA,"G - Good",6,3,0,0,663500,"R2",473400,190100,NA,2234.4,0
1905,2022,"A - Average",12,3,0,0,842400,"R3",644400,198000,NA,3594,0
2004,NA,"G - Good",5,3,0,0,983300,"R1",759400,223900,NA,1904,0
1920,NA,"A - Average",5,2,0,0,755300,"R2",552600,202700,NA,2947.2,0
1918,1997,"A - Average",6,4,0,0,970300,"R3",643700,326600,NA,3942,0
1890,NA,"G - Good",4,1,0,0,523500,"R1",358200,165300,NA,2052,0
1960,NA,"A - Average",2,1,0,0,419000,"R1",297700,121300,NA,972,0
1960,NA,"A - Average",2,1,0,0,413500,"R1",299300,114200,NA,972,0
1910,NA,"A - Average",6,3,0,2,957200,"R3",694000,263200,NA,2968,0
1930,NA,"A - Average",4,1,1,1,909800,"R1",583400,326400,NA,1856,0
1923,2003,"G - Good",7,4,0,0,1164500,"R3",902600,261900,NA,3763,0
1915,NA,"A - Average",7,2,0,0,889800,"R2",615000,274800,NA,2563,0
1967,NA,"A - Average",3,2,0,0,533300,"R1",319600,213700,NA,968,0
1920,NA,"A - Average",4,2,0,0,615900,"R1",390000,225900,NA,1906,0
1910,1984,"G - Good",4,4,0,0,1407800,"R1",1071900,335900,NA,3124,0
1910,2006,"A - Average",4,1,0,0,1089400,"R1",774300,315100,NA,2953.8,0
1905,2015,"A - Average",9,3,0,1,1316800,"R3",1039600,277200,NA,3393,0
1905,1998,"G - Good",9,5,1,1,1353000,"R3",1149700,203300,NA,2968,0
1925,NA,"A - Average",4,1,0,0,642100,"R1",388800,253300,NA,1458,0
1905,2016,"G - Good",6,2,0,0,1356500,"R2",928300,428200,NA,3235.6,0
1890,1985,"A - Average",3,1,0,0,574000,"R1",365900,208100,NA,1172,0
1952,1989,"A - Average",3,2,0,0,474500,"R1",290100,184400,NA,1416,0
1940,NA,"G - Good",3,2,0,0,1017700,"R1",684500,333200,NA,1653,0
1954,NA,"A - Average",3,2,0,0,477300,"R1",278400,198900,NA,1781,0
1910,NA,"A - Average",6,3,0,5,1218700,"R3",890800,327900,NA,3132,0
1930,2003,"A - Average",3,2,0,0,601700,"R1",414100,187600,NA,1372,0
1950,2008,"A - Average",3,1,0,0,527400,"R1",354100,173300,NA,1134,0
1900,NA,"A - Average",8,3,0,0,1128800,"R3",825500,303300,NA,3490.4,0
1920,NA,"A - Average",3,1,0,0,694300,"R1",456800,237500,NA,1500,0
1955,1975,"G - Good",3,1,0,0,1349600,"R1",848400,501200,NA,1704,0
1955,1991,"G - Good",3,2,0,0,1054600,"R1",600100,454500,NA,1605,0
1934,2014,"G - Good",3,2,0,0,1217800,"R1",897600,320200,NA,2414.4,0
1890,NA,"A - Average",8,3,0,0,979500,"R3",816300,163200,NA,4617,0
1900,NA,"A - Average",8,3,0,2,939600,"R3",678800,260800,NA,2988,0
1925,NA,"G - Good",4,2,0,0,1509200,"R1",941300,567900,NA,2689,0
1905,NA,"A - Average",6,3,0,0,732600,"R3",513600,219000,NA,3135,0
1850,NA,"A - Average",4,2,1,2,1318800,"R1",936200,382600,NA,4250.4,0
1920,2004,"G - Good",9,3,3,8,1029188,"RC",691877,337311,NA,4125.9,0
1935,2021,"A - Average",9,4,0,0,967600,"R3",762700,204900,NA,5145,0
1900,2012,"G - Good",3,4,0,5,4424900,"R1",1887000,2537900,NA,2984,0
1920,NA,"A - Average",3,1,0,1,823900,"R1",541000,282900,NA,1696,0
1930,2021,"A - Average",4,2,0,0,1036000,"R2",729800,306200,NA,2366,0
2010,NA,"G - Good",9,6,0,1,1422200,"R3",1174200,248000,NA,5832,0
1926,NA,"A - Average",6,2,0,2,860500,"R2",588100,272400,NA,2838,0
1920,2015,"A - Average",6,3,0,0,814900,"R3",634500,180400,NA,3750,0
1915,NA,"A - Average",6,3,0,0,593600,"R2",378800,214800,NA,3933.2,0
1925,NA,"A - Average",6,2,0,0,1279700,"R2",869900,409800,NA,2964,0
1914,NA,"F - Fair",4,2,0,0,769800,"R2",386700,383100,NA,2808,0
1900,NA,"A - Average",4,2,0,0,949500,"R1",611900,337600,NA,2028.6,0
1935,NA,"A - Average",3,1,0,0,738000,"R1",474000,264000,NA,1580,0
